"Site_Subject_ID","X","Y","Elevation","Gradient","Trees"
30029,415,115,144.19,0.003770103,0
30030,317.7,345.1,,,1
30033,470,130,144.86,0.03813591,0
30039,585,355,154.05,0.059252,0
30041,100,420,149.41,0.03150301,0
30043,305,425,,,0
30049,610,390,155.92,0.03510289,0
30051,225,5,137.2,0.1977539,0
30059,805,295,153.5,0.09088681,0
30064,75,400,149.91,0.01417438,0
30067,280,290,140.45,0.007962411,0
30075,440,275,141.54,0.008526987,0
30076,200,315,143.35,0.06472381,0
30077,45,300,146.56,0.05958485,0
30085,770,25,139.75,0.1502043,0
30086,135,475,148.21,0.010217,0
30093,995,265,130.4,0.07304758,0
30095,309.1,352.6,,,1
30097,445,400,147.8,0.1051578,0
30098,865,500,143.74,0.1840704,0
30109,415,415,145.06,0.0669255,0
30112,695,495,158.92,0.01786125,0
30115,870,40,130.11,0.07161246,0
30118,705,20,137.37,0.1130357,0
30120,695,420,157.25,0.004831687,0
30123,460,325,143.62,0.1085369,0
30124,23.2,348.8,,,1
30126,115,150,136.9,0.06201855,0
30133,110,240,142.84,0.06472114,0
30135,330,380,145.78,0.06682283,0
30136,725,400,157.36,0.02977522,0
30137,220,485,147.72,0.04634281,0
30141,205.4,325.6,,,1
30143,540,420,153.39,0.04377799,0
30145,985,240,129.87,0.0950506,0
30150,290,365,144.35,0.09051538,0
30157,490,10,129.66,0.1474555,0
30159,265,170,143.44,0.02195766,0
30160,800,90,148.39,0.250936,0
30163,785,485,156.56,0.07823945,0
30174,235,255,140.04,0.02292009,0
30177,190,390,144.58,0.04376717,0
30182,695,150,153.8,0.05037302,0
30183,934.1,380.7,,,1
30189,675,495,159.28,0.02043917,0
30193,385,130,144.01,0.008797874,0
30196,340,415,147.72,0.07740103,0
30197,230,295,141.24,0.04116914,0
30199,230,305,141.43,0.04189125,0
30202,333.6,34,,,1
30203,455,10,129.1,0.1301828,0
30204,80,240,143.44,0.04959478,0
30207,720,450,157.23,0.01486452,0
30208,340,30,137.13,0.2248662,0
30210,615,395,156.11,0.03439647,0
30218,895,425,142.89,0.1237557,0
30219,290,500,151.69,0.04882394,0
30222,130,315,146.64,0.05932511,0
30230,925,355,139.51,0.1430078,0
30243,750,350,155.81,0.01860722,0
30246,845,35,131.1,0.187973,0
30256,65,30,132.82,0.1644235,0
30258,210,495,148.06,0.04159619,0
30264,155,190,137.7,0.0092776,0
30268,835,45,135.03,0.2410251,0
30273,740,40,140.57,0.1100761,0
30279,625,90,147.83,0.09081266,0
30284,265,160,143.29,0.008120435,0
30298,0,455,136.93,0.2003297,0
30300,75,380,149.98,0.005937431,0
30314,815,360,153.33,0.0652002,0
30316,0,85,129.55,0.2265253,0
30321,465,405,149.56,0.07298673,0
30322,285,345,142.55,0.07747503,0
30324,715,500,158.52,0.01812163,0
30328,490,315,147.05,0.1380889,0
30333,313.4,471.3,,,1
30338,831.6,263.1,,,1
30348,605.5,13,,,1
30352,430,185,141.75,0.04948387,0
30353,770,185,155.88,0.01980589,0
30356,665,260,154.11,0.03869299,0
30361,202.1,373,,,1
30362,845,480,146.1,0.1636026,0
30365,370,185,143.31,0.03366936,0
30368,425,290,141.86,0.01754681,0
30376,870,225,141.78,0.1696397,0
30378,830,110,143.04,0.2854559,0
30380,495,15,130.46,0.1584349,0
30384,115,455,148.53,0.01802765,0
30387,35,50,131.28,0.1601666,0
30390,855,80,134.29,0.2136663,0
30394,840.5,344.7,,,1
30397,535,140,147.67,0.05256633,0
30402,680,260,154.61,0.04082575,0
30413,585,175,150.69,0.04421355,0
30420,175,360,145.34,0.04593727,0
30421,170,380,145.32,0.04239743,0
30422,130,155,138.18,0.06658448,0
30423,965,145,127.39,0.1225423,0
30429,155.6,495.8,,,1
30441,810,385,153.85,0.03992759,0
30445,293.7,471.2,,,1
30449,975,290,130.84,0.02322137,0
30453,465,125,144.82,0.02817451,0
30456,808.7,465.1,,,1
30458,930,310,133.99,0.1729837,0
30466,985,120,124.25,0.0985166,0
30471,670,70,144.43,0.1176389,0
30475,855,135,139.86,0.2114174,0
30482,80,315,147.46,0.06014806,0
30489,866.8,428.1,,,1
30493,750,430,157.23,0.02059729,0
30496,915,45,128.12,0.08212029,0
30501,220,85,141.37,0.03836343,0
30510,620,480,158.95,0.02948899,0
30511,865,90,133.92,0.1745766,0
30514,710,265,156.15,0.02474649,0
30518,500,130,146.91,0.04284463,0
30519,720,190,155.47,0.03205581,0
30521,75,135,137.15,0.1148217,0
30526,875,90,132.79,0.1277139,0
30545,225,280,141.13,0.0467965,0
30550,891.4,271.9,,,1
30564,750,180,155.78,0.01923652,0
30566,455,60,138.27,0.1985572,0
30568,690,475,158.92,0.02772328,0
30571,75,415,149.66,0.03712502,0
30572,795,130,154.75,0.1345735,0
30575,845,375,151.79,0.1141087,0
30576,325,300,140.96,0.0371109,0
30593,365,160,143.75,0.01380015,0
30596,475,95,143.2,0.1248008,0
30597,755,85,147.1,0.1837261,0
30599,440.3,401.7,,,1
30600,390,55,140.11,0.1885103,0
30601,275,150,143.44,0.007608481,0
30602,664.9,3.6,,,1
30603,390,230,140.88,0.01327513,0
30605,160,110,139.96,0.08234187,0
30606,42.9,222.1,,,1
30610,495,45,135.55,0.2129194,0
30615,711.6,31.4,,,1
30618,165,95,139.98,0.08071,0
30621,175,75,,,0
30622,885,270,140.6,0.1529021,0
30623,645,95,148.24,0.1066854,0
30626,495.8,366.7,,,1
30634,640,175,152.52,0.03676384,0
30636,910,70,128.82,0.06860438,0
30638,565,385,154.36,0.05032895,0
30642,35,270,144.68,0.05643084,0
30645,600,10,138.94,0.1206088,0
30646,915,230,133.41,0.1473636,0
30649,170,130,140.17,0.06959958,0
30652,650,430,158.02,0.03268776,0
30653,536.8,39.1,,,1
30656,640,405,156.91,0.02713979,0
30658,310,95,143.64,0.02031415,0
30659,1000,475,131.9,0.09038256,0
30664,165,420,145.77,0.0401375,0
30667,867.6,439.4,,,1
30675,275,245,140.43,0.009727169,0
30678,198.3,433.5,,,1
30680,60,325,148.08,0.05815225,0
30683,605,190,152.06,0.03371034,0
30687,950,115,128.64,0.1110581,0
30688,330,255,140.51,0.008458999,0
30689,955,80,127.4,0.06809102,0
30695,980,85,124.98,0.09792066,0
30697,10,65,130.07,0.1842395,0
30699,35,245,143.69,0.03870396,0
30702,290,440,149.43,0.04811091,0
30705,915,280,136.26,0.1747415,0
30708,100,440,148.97,0.03099032,0
30711,966.5,119.1,,,1
30712,380,390,145.06,0.04349348,0
30715,410,500,148.33,0.1111501,0
30718,515,255,148,0.1043542,0
30723,920,365,140.47,0.1010468,0
30725,825.4,189.7,,,1
30735,785,205,155.94,0.02496809,0
30738,925,295,134.39,0.1729367,0
30739,50,355,149.5,0.02860416,0
30742,70,365,149.85,0.01779055,0
30746,240,420,147.2,0.07870512,0
30748,830.7,217,,,1
30753,540,120,148.09,0.06732013,0
30757,170,205,138.19,0.01785232,0
30761,130,35,135.58,0.04505625,0
30777,765,225,156.16,0.01196817,0
30790,100,335,148.36,0.04929826,0
30795,870,130,136.25,0.1768081,0
30796,900,415,143.72,0.1117706,0
30797,725,240,156.28,0.01874879,0
30809,125,325,,,0
30810,875,230,141.01,0.162433,0
30813,510,120,146.64,0.0492449,0
30818,563.3,0.1,,,1
30821,20,280,145.34,0.05937314,0
30828,500,30,132.73,0.1995761,0
30833,980,140,125.75,0.1038054,0
30838,750.5,144.2,,,1
30840,150,315,145.52,0.05430913,0
30842,220,155,142.8,0.02529114,0
30846,24.3,4.6,,,1
30848,875,480,142.76,0.1187654,0
30853,640,330,155.21,0.04170869,0
30855,545,130,148.47,0.05840691,0
30860,540,85,144.86,0.1161817,0
30866,560,35,137.61,0.1380292,0
30867,155,390,145.91,0.05235581,0
30869,775,130,154.63,0.06310864,0
30870,820,65,140.43,0.2161693,0
30875,505,255,147.05,0.1306406,0
30877,625,60,144.94,0.1020359,0
30878,295,100,143.41,0.02565329,0
30881,85,55,135.16,0.1328923,0
30883,273.8,466.3,,,1
30884,950,205,131.15,0.07864146,0
30895,755,160,155.44,0.02514708,0
30896,795.6,441.1,,,1
30898,880.8,237.6,,,1
30901,485,435,151.62,0.05157771,0
30902,660,255,153.9,0.03742997,0
30903,775,180,155.81,0.02481184,0
30908,15.9,102.2,,,1
30911,480,440,151.47,0.05443264,0
30917,825,20,132.51,0.2244363,0
30919,278.5,419.7,,,1
30924,335,0,131.83,0.156102,0
30926,765,455,157.18,0.03010293,0
30928,100,170,138.47,0.1038093,0
30939,405,25,132.25,0.232788,0
30942,820,35,136.05,0.2325706,0
30949,60,5,132.67,0.08442998,0
30950,940,385,139.99,0.1527377,0
30952,704.9,101.1,,,1
30954,325,275,,,0
30962,820,70,141.03,0.2215067,0
30963,970,415,137.93,0.1763202,0
30971,30,85,134.5,0.1235451,0
30972,865,395,150.01,0.1665495,0
30976,95,110,132.75,0.07050841,0
30977,545,490,153.88,0.1353687,0
30978,660,160,153.07,0.03933491,0
30979,191.5,384.3,,,1
30981,585,270,151.98,0.04781466,0
30983,710,325,156.26,0.01350158,0
30985,855,350,148.59,0.160782,0
30990,250,405,146.68,0.07963318,0
30991,810,255,153.53,0.1423655,0
30993,965,150,127.49,0.12188,0
30994,45,490,140.38,0.1159295,0
30995,550,45,140.06,0.1608071,0
30997,175,225,,,0
30998,420,495,147.09,0.1029368,0
31001,589.2,120.8,,,1
31002,835,30,132.1,0.2193337,0
31003,485,20,131.03,0.1525422,0
31007,145,340,146.49,0.06274591,0
31013,790,120,154.52,0.1153815,0
31018,935,100,128.77,0.08683512,0
31021,500,395,150.81,0.06644105,0
31026,750,325,155.62,0.02345702,0
31027,430,390,145.46,0.1095041,0
31031,845,55,134.15,0.2265452,0
31032,940,25,124.34,0.09923218,0
31038,130,60,136.57,0.04010046,0
31045,233.7,410.7,,,1
31051,194.9,489,,,1
31053,690,200,154.49,0.0415981,0
31056,895,375,142.76,0.1762374,0
31060,465,10,129.09,0.1340167,0
31063,765,305,155.18,0.02705312,0
31071,370,405,145.79,0.05749107,0
31087,695,350,156.65,0.02115318,0
31090,790,230,155.73,0.06190016,0
31091,650,495,159.4,0.0155197,0
31092,420,425,145.95,0.08577275,0
31094,725,55,141.49,0.1108005,0
31096,525,385,152,0.0576786,0
31119,120,420,148.48,0.0536763,0
31120,950,220,130.82,0.05974968,0
31122,185,70,140.08,0.06228126,0
31126,748.1,120.4,,,1
31133,710,130,153.02,0.1226068,0
31138,89.8,229.7,,,1
31139,335,480,151.68,0.05096431,0
31141,18.5,399.6,,,1
31144,340,275,140.88,0.01803022,0
31145,960,250,131.67,0.03588563,0
31146,535,300,149.94,0.06854651,0
31151,175,455,147.05,0.04500166,0
31156,276.4,462.6,,,1
31158,380,245,140.76,0.009896931,0
31159,440,150,144.02,0.03666003,0
31163,675,145,153.02,0.04926592,0
31164,755,245,156.43,0.008817832,0
31166,20,75,132.44,0.1595647,0
31172,440,405,147.29,0.1139874,0
31175,40,430,146.74,0.1666186,0
31177,270,320,141.04,0.03543941,0
31180,425,475,145.54,0.02379097,0
31181,14.1,458,,,1
31191,765,165,155.57,0.02262073,0
31198,314.4,140.3,,,1
31199,55,120,137.22,0.0616006,0
31211,375,100,144.14,0.01076094,0
31213,295,375,145.56,0.08647286,0
31214,865.5,371.6,,,1
31220,790,270,155.58,0.06225955,0
31222,1000,175,124.96,0.1203659,0
31229,210,65,140.59,0.03201073,0
31241,560,410,153.98,0.04660334,0
31248,724.3,104.3,,,1
31257,980,240,130.22,0.08568433,0
31262,720,310,156.11,0.0144465,0
31265,50,395,149.64,0.03456106,0
31272,130,125,137.26,0.05048111,0
31274,545,385,152.99,0.05412653,0
31285,86,448.8,,,1
31286,80,270,144.9,0.05111137,0
31287,70,370,149.9,0.01355952,0
31300,140,195,138.28,0.05451522,0
31301,950,405,139.24,0.126959,0
31307,905,360,140.99,0.1270155,0
31313,440,315,142.36,0.05127722,0
31315,20,375,148.69,0.05655687,0
31317,210,245,139.36,0.05741226,0
31319,670,5,138.29,0.1811169,0
31324,930,315,134.56,0.1781756,0
31339,800,180,156.84,0.08058977,0
31342,730,145,154.63,0.0665204,0
31349,87.5,397.2,,,1
31357,360,460,149.41,0.08903616,0
31362,925,325,136.93,0.1933393,0
31367,215.7,309.8,,,1
31370,550,115,148.15,0.07360172,0
31376,620,205,152.22,0.02513811,0
31377,975,220,129.11,0.08353786,0
31379,728.7,128.7,,,1
31382,120,270,144.39,0.06515824,0
31388,695,125,151.98,0.1269101,0
31393,75,295,146.22,0.06121697,0
31394,70,200,141.13,0.06055491,0
31395,410,40,135.91,0.231245,0
31399,493.8,349.1,,,1
31401,695,430,157.44,0.00862476,0
31404,460,335,144.51,0.1096365,0
31405,610,335,154.58,0.04664244,0
31408,885,450,141.95,0.1151988,0
31411,355,145,143.86,0.01024562,0
31417,515,455,153.41,0.05835877,0
31420,635,385,156.73,0.03000426,0
31426,110,210,141.04,0.06053576,0
31428,110,105,136.64,0.1014073,0
31433,800,340,154.15,0.05614466,0
31434,635,175,152.35,0.03505779,0
31436,895,215,137.56,0.1720508,0
31437,300,300,140.63,0.01969221,0
31439,665,100,148.47,0.1361845,0
31440,380,285,141.54,0.02359002,0
31448,610,265,152.92,0.03569225,0
31449,515,275,147.76,0.09588686,0
31454,515,320,149.77,0.08060043,0
31456,360,20,132.27,0.2180682,0
31457,470,215,142.02,0.05020705,0
31467,19.3,396.6,,,1
31473,120,345,148.26,0.0516484,0
31474,590,90,146.94,0.1091652,0
31482,80,225,142.56,0.05997626,0
31484,11.4,154.6,,,1
31489,195,200,140.07,0.0667421,0
31492,680,220,154.63,0.04177006,0
31493,210,275,141.64,0.06695326,0
31495,243.6,484.8,,,1
31496,745,305,155.7,0.01617346,0
31497,965.4,413.2,,,1
31504,115,215,141.07,0.05972801,0
31507,580,65,142.41,0.1427133,0
31509,460,75,140,0.1648106,0
31512,185,365,144.77,0.05036512,0
31514,910,145,132.97,0.08426195,0
31520,27.1,362.6,,,1
31525,9.5,23,,,1
31528,720,485,158.4,0.02128323,0
31531,150,95,138.54,0.07863684,0
31537,490,420,151.48,0.0579887,0
31542,625,255,152.95,0.02954658,0
31544,425,295,141.93,0.01981734,0
31546,35,325,148,0.05119858,0
31549,125,470,148.38,0.01849357,0
31550,662.8,0.3,,,1
31556,195.7,151.8,,,1
31557,635,100,148.77,0.09387553,0
31561,205,45,140.27,0.0301986,0
31563,445,175,142.38,0.06044502,0
31570,55,15,132.06,0.1671845,0
31579,635,410,156.91,0.03235187,0
31580,485,330,147.19,0.1287367,0
31583,640,270,153.82,0.03627069,0
31584,820,355,152.96,0.08187269,0
31585,735,50,141.26,0.1105432,0
31591,536,364,,,1
31592,310,385,146.79,0.06893944,0
31596,285,290,140.46,0.008454751,0
31599,430,275,141.59,0.01111115,0
31603,520,55,140.07,0.1799073,0
31606,15,420,145.45,0.201647,0
31615,625,430,157.32,0.04449005,0
31617,955,245,131.7,0.04004241,0
31618,685,215,154.66,0.04195674,0
31623,200,495,148.21,0.04248515,0
31626,500,425,152.21,0.05412503,0
31628,525,25,134.31,0.2157084,0
31631,325,410,147.83,0.06695527,0
31636,475,80,140.41,0.1469504,0
31639,725,270,156.1,0.02133196,0
31640,75,205,141.42,0.06205536,0
31641,705,165,154.48,0.03880262,0
31645,795,190,157.23,0.03182665,0
31649,30,410,148.08,0.1193459,0
31652,950,20,123.44,0.08930567,0
31661,297.5,465.6,,,1
31668,885,65,130.24,0.07568216,0
31670,450,385,148.15,0.08876066,0
31673,395,45,138.2,0.2236243,0
31674,905,285,138.03,0.1597361,0
31676,640,495,159.37,0.01380359,0
31677,370,265,141.16,0.02154456,0
31679,705,400,157.77,0.01421631,0
31681,550,155,148.95,0.05610246,0
31683,520,145,147.39,0.04186717,0
31691,125,45,135.39,0.04291426,0
31692,886.6,425.3,,,1
31693,190,360,144.4,0.05486018,0
31707,290,445,149.65,0.04645384,0
31709,45,260,143.98,0.04657697,0
31711,575,155,150.18,0.04234111,0
31713,705,295,155.7,0.01310346,0
31715,595,430,156.1,0.05527139,0
31718,405,460,145.89,0.06143155,0
31719,860,485,144.49,0.138918,0
31722,490,265,144.23,0.1318175,0
31723,245.9,17.1,,,1
31728,147.3,467,,,1
31730,760,110,152.1,0.1589307,0
31735,915,385,141.34,0.09410554,0
31743,850,335,148.25,0.17075,0
31752,500,455,152.52,0.07454807,0
31753,995,230,128.11,0.1334949,0
31755,345,5,131.82,0.1699422,0
31757,285,155,143.42,0.01465202,0
31762,925,250,132.12,0.1118793,0
31770,50,370,149.6,0.02223709,0
31771,730,465,157.69,0.02226681,0
31772,885,240,139.55,0.1726708,0
31773,5,455,137.62,0.2103597,0
31775,95,390,149.99,0.03053517,0
31777,215,340,142.6,0.04616772,0
31778,780,0,134.3,0.2298304,0
31783,690,60,142.69,0.1195303,0
31791,539.6,53.4,,,1
31792,760,380,156.32,0.0276327,0
31796,300,275,140.5,0.007678617,0
31798,960,325,133.32,0.0677408,0
31805,710,115,150.47,0.1684773,0
31806,115,180,139.32,0.08938619,0
31811,50.1,351.5,,,1
31814,440,190,141.55,0.0415932,0
31819,860,315,145.69,0.189157,0
31824,145,460,147.83,0.03482226,0
31827,485,215,142.62,0.08850542,0
31828,720,165,154.96,0.0345786,0
31829,245,125,,,0
31836,370,80,143.52,0.07378735,0
31841,390,440,145.94,0.0754031,0
31844,775,45,142.06,0.1403028,0
31856,35,385,149.19,0.04300298,0
31857,28.5,357.1,,,1
31859,825.9,216.9,,,1
31868,835,190,150.68,0.2617595,0
31869,446,99.8,,,1
31872,330,495,152.35,0.03799717,0
31876,750,65,143.78,0.1426871,0
31879,311.6,348.9,,,1
31880,475,410,150.25,0.06632499,0
31883,560,100,147.14,0.09907776,0
31887,540,35,138.6,0.1897327,0
31888,890.5,486.2,,,1
31889,665,185,153.45,0.03348943,0
31891,350,245,140.83,0.01643672,0
31892,895,430,141.64,0.1292131,0
31896,160,160,139.63,0.05519881,0
31907,123,125,,,0
31910,860,170,142.12,0.231432,0
31911,825,225,150.58,0.19815,0
31912,49.4,280.2,,,1
31915,827.9,111.8,,,1
31916,120,360,148.21,0.05644321,0
31917,250,195,141.88,0.05815351,0
31918,990,385,131.02,0.05848417,0
31923,260,250,140.29,0.008912216,0
31936,130,90,136.93,0.03037444,0
31938,935,295,132.72,0.1379098,0
31944,590,250,151.95,0.04296027,0
31946,2.7,182.6,,,1
31947,570,105,147.91,0.0902257,0
31950,390,50,139.33,0.2067404,0
31953,580,500,157.2,0.0771896,0
31954,826.2,281.5,,,1
31959,10,150,138.32,0.1161989,0
31967,105,345,148.65,0.04561312,0
31970,50,255,143.7,0.04231736,0
31971,205,175,141.82,0.05370502,0
31972,600,400,155.63,0.04105274,0
31973,980,320,130.94,0.06987177,0
31977,995,35,122.87,0.0843274,0
31979,790,360,154.8,0.05259565,0
31981,795,250,155.47,0.08428094,0
31983,100.6,457.9,,,1
31987,34.6,49.7,,,1
31993,175,495,148.65,0.02249891,0
31996,405,470,146.61,0.08334624,0
32006,278,419.5,,,1
32008,530,305,149.94,0.07117623,0
32012,205,280,142.32,0.06762718,0
32014,525,430,153.19,0.04565512,0
32019,770,270,156.04,0.02714086,0
32021,350,205,142.54,0.04323262,0
32023,410,310,142.27,0.02461457,0
32025,775,160,155.5,0.02788885,0
32033,12,483.6,,,1
32038,30,65,133.42,0.1335304,0
32042,940,50,126.68,0.08843547,0
32043,140,110,137.04,0.06519038,0
32048,905,200,135.12,0.1346905,0
32054,474.4,25.2,,,1
32067,5,85,130.5,0.2269786,0
32070,65,60,129.47,0.06839729,0
32072,390,195,142.32,0.05203348,0
32075,505,85,143.52,0.1304177,0
32076,535,100,146.14,0.09986534,0
32079,910,205,134.76,0.129046,0
32082,45,15,131.73,0.1937264,0
32083,880,310,141.33,0.1561693,0
32085,315,50,142.05,0.1222678,0
32090,615,35,142.78,0.1089295,0
32094,875,205,140.5,0.1916377,0
32098,70,375,149.89,0.01055542,0
32110,895,260,138.91,0.1887004,0
32116,665,85,146.63,0.1292522,0
32117,575,340,153.11,0.05218094,0
32120,675,130,152.41,0.08238644,0
32125,575,325,152.8,0.05269684,0
32128,695,365,156.9,0.02085419,0
32129,385,30,134.37,0.2418724,0
32132,55,40,127.44,0.08520472,0
32135,140,160,138.68,0.06305245,0
32137,335,315,142.11,0.06162302,0
32150,225,215,140.54,0.05645052,0
32152,430,45,135.29,0.2172796,0
32154,140,420,147.16,0.06048333,0
32155,240,190,142.07,0.05544864,0
32167,240,90,142.03,0.03518547,0
32168,915,480,137.22,0.1196079,0
32169,650,265,153.9,0.03659419,0
32173,495,330,148.42,0.1129236,0
32176,275,270,140.44,0.002717377,0
32180,5,440,140.04,0.2474626,0
32182,600,115,149.15,0.07159769,0
32190,84.1,496.9,,,1
32196,350,15,132.89,0.2064916,0
32201,580,325,153.01,0.05228418,0
32202,860.1,326.6,,,1
32211,965,445,137.57,0.1362666,0
32226,520,155,147.56,0.04907296,0
32229,420,90,143.95,0.0741866,0
32230,790,205,156.24,0.03945138,0
32232,120,190,140.22,0.08934972,0
32238,845,190,147.41,0.2641298,0
32239,990,205,127.89,0.1267519,0
32240,975,145,126.44,0.1088294,0
32242,895,185,135.83,0.1513877,0
32244,750.2,119.2,,,1
32246,685,235,155.07,0.04279015,0
32247,90,20,134.67,0.04754638,0
32248,230,265,140.54,0.03778694,0
32249,780.5,367.5,,,1
32255,185,355,144.72,0.05241109,0
32257,55,385,149.66,0.02071141,0
32259,173.8,446.1,,,1
32260,785,275,155.64,0.05007032,0
32266,86.2,346.4,,,1
32271,990,345,131.75,0.1011753,0
32273,744.1,283.8,,,1
32275,315.9,134.5,,,1
32278,930,10,124.12,0.08213802,0
32279,299,484.7,,,1
32280,505,410,151.74,0.05923885,0
32281,515,210,146.27,0.09942313,0
32283,555,400,153.63,0.04796892,0
32284,680,440,157.55,0.03612646,0
32288,870,295,142.48,0.1654956,0
32290,560,245,150.65,0.0489601,0
32291,830,485,149.31,0.1913706,0
32297,745,15,137.93,0.1370919,0
32299,620,300,153.96,0.03651235,0
32302,260,235,140.36,0.01885355,0
32303,530,385,152.24,0.0564143,0
32307,350,25,134.91,0.2262421,0
32308,910,255,134.59,0.184521,0
32309,835,245,148.62,0.2073351,0
32312,628.5,23.5,,,1
32313,278.2,170,,,1
32317,365,305,141.84,0.05264939,0
32323,150,290,144.53,0.05654088,0
32331,770,275,155.88,0.0299229,0
32335,15,140,137.54,0.1282629,0
32336,945,300,131.18,0.0935784,0
32344,380,150,143.8,0.01321106,0
32348,534,26,,,1
32350,840,70,137.14,0.2462693,0
32356,985,385,131.07,0.09946198,0
32358,894.9,250.3,,,1
32369,90,340,148.78,0.04763242,0
32377,930,410,140.49,0.09046317,0
32381,610,345,154.8,0.04841005,0
32383,925,480,136.65,0.1136942,0
32387,830,185,151.47,0.2616591,0
32392,710,150,154.37,0.05365687,0
32393,635,475,159,0.02249612,0
32398,570,420,154.67,0.0514452,0
32404,818.1,240.2,,,1
32406,825,480,150.25,0.1913865,0
32407,470,435,151,0.05958212,0
32423,826.9,129.7,,,1
32426,130,265,143.81,0.06847413,0
32431,650,55,143.65,0.1080209,0
32440,975,160,126.94,0.111218,0
32445,975,350,132.35,0.06442297,0
32451,820,375,153.77,0.05788478,0
32457,435,20,130.24,0.1598546,0
32461,15,325,147.61,0.04382377,0
32463,855,85,134.79,0.2143747,0
32467,855,275,145.15,0.1836992,0
32469,10,205,141.6,0.05265806,0
32472,645,430,157.79,0.03530985,0
32473,255,310,140.93,0.02754188,0
32476,700,425,157.31,0.00331994,0
32477,915,135,132.07,0.0765806,0
32478,65,230,142.98,0.0519718,0
32479,905,455,137.44,0.09742907,0
32480,840,450,148.98,0.1985865,0
32487,600,340,154.12,0.05175904,0
32488,860,95,134.53,0.1967474,0
32495,854.9,494.7,,,1
32497,985,450,133.54,0.2266332,0
32501,740,450,157.6,0.01225119,0
32505,255,385,145.18,0.08314348,0
32506,860,465,144.32,0.1425364,0
32511,399.6,55.2,,,1
32513,0,30,125.34,0.2055868,0
32517,985,55,123.67,0.07685563,0
32519,390,20,131.2,0.2303142,0
32523,980,165,126.7,0.1095723,0
32530,75,345,149.22,0.0434685,0
32531,845,290,147.23,0.192656,0
32534,595,155,150.88,0.03829395,0
32540,880,245,140.39,0.1633746,0
32548,318.3,360.2,,,1
32549,805,405,154.54,0.04599537,0
32552,80,375,150.02,0.01125232,0
32568,595,125,149.75,0.05888821,0
32574,180,400,145.23,0.03946919,0
32576,720,270,156.05,0.02106105,0
32584,55,190,140.7,0.0552314,0
32585,765,135,154.83,0.0648749,0
32586,633.2,202,,,1
32588,765,170,155.65,0.02095225,0
32591,623.6,23.6,,,0
32592,328.7,404.7,,,1
32595,300,175,142.84,0.03257173,0
32596,475,270,142.69,0.0938308,0
32598,940,80,127.81,0.05242651,0
32601,705,285,155.51,0.01165878,0
32603,975,340,132.87,0.06022859,0
32606,375,140,143.9,0.009036242,0
32608,665,255,154.05,0.03925902,0
32612,905,300,137.75,0.1458863,0
32614,890,215,138.47,0.1732014,0
32620,540,170,148.59,0.06329157,0
32621,533.6,305.3,,,1
32624,540,125,148.22,0.06205647,0
32625,245,390,145.32,0.08225708,0
32630,165,0,137.76,0.05702495,0
32632,685,450,158.04,0.03882204,0
32633,290,490,151.35,0.04916869,0
32634,695,310,155.85,0.02203368,0
32636,190,300,143.7,0.05922594,0
32642,925,375,,,0
32646,0,10,121.12,0.1620656,0
32649,215,160,142.63,0.03452062,0
32664,685,195,154.12,0.03973456,0
32665,535,45,140.18,0.1863057,0
32667,905,235,135.44,0.1866363,0
32671,655,265,154.01,0.03670174,0
32673,455,470,147.32,0.1089968,0
32674,280,225,140.73,0.02658863,0
32685,295,325,141.33,0.05640834,0
32693,805,420,155.46,0.05168256,0
32694,153.3,433.1,,,1
32699,715,370,156.59,0.02543008,0
32703,620,290,153.78,0.03757444,0
32709,890,375,144.11,0.1939147,0
32714,10,210,141.87,0.05377929,0
32715,300,165,143.17,0.02669644,0
32719,660,105,149.22,0.1239754,0
32722,841.6,128.1,,,1
32726,750,455,157.58,0.01843445,0
32727,55,415,149.27,0.07451102,0
32730,385,300,142,0.03506327,0
32731,260.5,395.2,,,1
32732,180,465,147.37,0.04703234,0
32735,250,230,140.3,0.02734969,0
32736,527.7,77.2,,,1
32747,505,165,146.56,0.07174614,0
32753,560,55,141.79,0.143323,0
32775,775,275,,,0
32776,745,30,139.77,0.1183858,0
32778,60,320,147.76,0.06004683,0
32780,320,400,147.36,0.06483122,0
32783,980,270,131.17,0.03315327,0
32793,820,250,151.83,0.1774785,0
32801,554.1,214.8,,,1
32802,65,160,138.96,0.07101136,0
32808,170,455,147.01,0.04340082,0
32812,490,380,149.72,0.07432084,0
32813,825.4,211.6,,,1
32814,15,180,140.35,0.05468777,0
32818,725,85,145.01,0.1516549,0
32819,555,10,135.12,0.173165,0
32822,15,30,126.59,0.1931502,0
32825,111.5,301.2,,,1
32826,836.8,223.6,,,1
32830,780,120,154.12,0.08430979,0
32834,580.1,13,,,1
32836,232.9,498.7,,,1
32838,160,90,139.12,0.08466002,0
32841,800.7,344.2,,,1
32844,170,285,144.02,0.04601651,0
32849,495,415,151.54,0.06008156,0
32854,750,495,157.94,0.02875104,0
32860,825,285,151.46,0.1655215,0
32862,850,315,147.47,0.1890558,0
32863,669.6,103.7,,,1
32866,630,175,152.18,0.03253656,0
32870,520,320,150.05,0.07235293,0
32872,125,260,143.59,0.06750799,0
32876,620,375,156.07,0.03601004,0
32877,615,260,152.85,0.0323101,0
32883,25,25,,,0
32887,650,135,151.78,0.0572007,0
32895,185,85,140.51,0.05719525,0
32897,890,310,140.09,0.1403604,0
32904,510,285,147.57,0.1076318,0
